Database ID	Sequence ID	"Probability
(min. threshold)"	"Predicted
probability"	"Effector
prediction"	Sequence Header	Genome
362538	948	0.9	0.998362	effector	>ADN62945.1 hypothetical protein XFLM_04935 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
362575	985	0.9	0.998728	effector	>ADN62982.1 hypothetical protein XFLM_05130 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
362588	998	0.9	0.997802	effector	>ADN62995.1 50S ribosomal protein L34 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
362604	1014	0.9	1	effector	>ADN63011.1 hypothetical protein XFLM_05315 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
362606	1016	0.9	1	effector	>ADN63013.1 hypothetical protein XFLM_05325 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
362616	1026	0.9	0.999838	effector	>ADN63023.1 hypothetical protein XFLM_05375 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
362621	1031	0.9	0.999064	effector	>ADN63028.1 hypothetical protein XFLM_05410 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
362632	1042	0.9	1	effector	>ADN63039.1 hypothetical protein XFLM_05465 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
362645	1055	0.9	0.999999	effector	>ADN63052.1 fimbrial protein [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
362670	1080	0.9	0.999998	effector	>ADN63077.1 hypothetical protein XFLM_05690 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
362674	1084	0.9	1	effector	>ADN63081.1 hypothetical protein XFLM_05710 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
362703	1113	0.9	0.988039	effector	>ADN63110.1 sporulation domain-containing protein [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
362714	1124	0.9	0.99984	effector	>ADN63121.1 hypothetical protein XFLM_05910 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
362715	1125	0.9	1	effector	>ADN63122.1 putative capsule O-acetyl transferase [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
362789	1199	0.9	0.999889	effector	>ADN63196.1 hypothetical protein XFLM_06315 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
362800	1210	0.9	0.989373	effector	>ADN63207.1 hypothetical protein XFLM_06370 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
362801	1211	0.9	0.998021	effector	>ADN63208.1 hypothetical protein XFLM_06375 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
362822	1232	0.9	1	effector	>ADN63229.1 hypothetical protein XFLM_06490 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
362875	1285	0.9	0.993147	effector	>ADN63282.1 hypothetical protein XFLM_06820 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
362894	1304	0.9	0.999576	effector	>ADN63301.1 hypothetical protein XFLM_06925 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
362959	1369	0.9	0.993514	effector	>ADN63366.1 hypothetical protein XFLM_07260 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
362960	1370	0.9	0.999985	effector	>ADN63367.1 hypothetical protein XFLM_07265 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
363027	1437	0.9	0.986812	effector	>ADN63434.1 50S ribosomal protein L23 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
363087	1497	0.9	1	effector	>ADN63494.1 hypothetical protein XFLM_07930 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
363120	1530	0.9	0.999988	effector	>ADN63527.1 cellulose 14-beta-cellobiosidase [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
363133	1543	0.9	0.988885	effector	>ADN63540.1 hypothetical protein XFLM_08180 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
363212	1622	0.9	0.996821	effector	>ADN63619.1 hypothetical protein XFLM_08625 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
363223	1633	0.9	0.995754	effector	>ADN63630.1 hypothetical protein XFLM_08680 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
363236	1646	0.9	0.987191	effector	>ADN63643.1 lipopolysaccharide transport periplasmic protein LptA [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
363255	1665	0.9	1	effector	>ADN63662.1 hypothetical protein XFLM_08850 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
363333	1743	0.9	0.999998	effector	>ADN63740.1 YadA domain-containing protein [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
363346	1756	0.9	0.999997	effector	>ADN63753.1 surface protein [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
363396	1806	0.9	0.999933	effector	>ADN63803.1 integral membrane protein-like protein [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
363430	1840	0.9	1	effector	>ADN63837.1 hypothetical protein XFLM_09770 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
363431	1841	0.9	0.999995	effector	>ADN63838.1 surface protein [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
363482	1892	0.9	0.999996	effector	>ADN63889.1 hypothetical protein XFLM_10050 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
363523	1933	0.9	0.999816	effector	>ADN63930.1 hypothetical protein XFLM_10255 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
363526	1936	0.9	1	effector	>ADN63933.1 hypothetical protein XFLM_10280 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
363537	1947	0.9	0.992282	effector	>ADN63944.1 putative transposase [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
363545	1955	0.9	1	effector	>ADN63952.1 hypothetical protein XFLM_10410 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
363652	2062	0.9	0.989927	effector	>ADN64059.1 50S ribosomal protein L32 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
363710	2120	0.9	0.999985	effector	>ADN64117.1 hypothetical protein XFLM_11300 [Xylella fastidiosa subsp. fastidiosa GB514]	GB514
363851	45	0.9	0.991204	effector	>EAO12185.1 conserved hypothetical protein [Xylella fastidiosa Dixon]	Dixon
363974	168	0.9	1	effector	>EAO12308.1 conserved hypothetical protein [Xylella fastidiosa Dixon]	Dixon
364049	243	0.9	0.999999	effector	>EAO12383.1 conserved hypothetical protein [Xylella fastidiosa Dixon]	Dixon
364064	258	0.9	0.994453	effector	>EAO12398.1 Ribosomal protein S14 [Xylella fastidiosa Dixon]	Dixon
364109	303	0.9	0.990352	effector	>EAO12443.1 triacylglycerol lipase [Xylella fastidiosa Dixon]	Dixon
364130	324	0.9	0.997808	effector	>EAO12464.1 Prokaryotic N-terminal methylation site [Xylella fastidiosa Dixon]	Dixon
364179	373	0.9	0.999999	effector	>EAO12513.1 hemagglutinin-like protein partial [Xylella fastidiosa Dixon]	Dixon
364187	381	0.9	0.999887	effector	>EAO12521.1 conserved hypothetical protein [Xylella fastidiosa Dixon]	Dixon
364189	383	0.9	0.996369	effector	>EAO12523.1 hypothetical protein XfasaDRAFT_0450 [Xylella fastidiosa Dixon]	Dixon
364190	384	0.9	0.992007	effector	>EAO12524.1 conserved hypothetical protein [Xylella fastidiosa Dixon]	Dixon
364194	388	0.9	0.994292	effector	>EAO12528.1 colicin V precursor [Xylella fastidiosa Dixon]	Dixon
364249	443	0.9	0.999963	effector	>EAO12583.1 conserved hypothetical protein [Xylella fastidiosa Dixon]	Dixon
364253	447	0.9	0.992546	effector	>EAO12587.1 hypothetical protein XfasaDRAFT_0370 [Xylella fastidiosa Dixon]	Dixon
364257	451	0.9	1	effector	>EAO12591.1 conserved hypothetical protein [Xylella fastidiosa Dixon]	Dixon
364271	465	0.9	0.989654	effector	>EAO12605.1 TonB-dependent receptor:TonB box N-terminal [Xylella fastidiosa Dixon]	Dixon
364318	512	0.9	0.997357	effector	>EAO12652.1 hemagglutinin-like secreted protein [Xylella fastidiosa Dixon]	Dixon
364328	522	0.9	1	effector	>EAO12662.1 hypothetical protein XfasaDRAFT_0679 [Xylella fastidiosa Dixon]	Dixon
364363	557	0.9	0.999944	effector	>EAO12697.1 Ribosomal protein L36 [Xylella fastidiosa Dixon]	Dixon
364399	593	0.9	0.999994	effector	>EAO12733.1 conserved hypothetical protein [Xylella fastidiosa Dixon]	Dixon
364445	639	0.9	1	effector	>EAO12779.1 Cold-shock protein DNA-binding [Xylella fastidiosa Dixon]	Dixon
364485	679	0.9	0.999995	effector	>EAO12819.1 conserved hypothetical protein [Xylella fastidiosa Dixon]	Dixon
364487	681	0.9	0.999873	effector	>EAO12821.1 conserved hypothetical protein [Xylella fastidiosa Dixon]	Dixon
364562	756	0.9	0.997782	effector	>EAO12896.1 conserved hypothetical protein [Xylella fastidiosa Dixon]	Dixon
364565	759	0.9	0.999713	effector	>EAO12899.1 conserved hypothetical protein [Xylella fastidiosa Dixon]	Dixon
364582	776	0.9	1	effector	>EAO12916.1 hypothetical protein XfasaDRAFT_0900 [Xylella fastidiosa Dixon]	Dixon
364600	794	0.9	0.999672	effector	>EAO12934.1 Hemolysin-type calcium-binding region:Glycosyl hydrolase BNR repeat:Haemolysin-type calcium binding related [Xylella fastidiosa Dixon]	Dixon
364634	828	0.9	0.994894	effector	>EAO12968.1 TonB-dependent receptor [Xylella fastidiosa Dixon]	Dixon
364702	896	0.9	0.999985	effector	>EAO13036.1 Fimbrial protein [Xylella fastidiosa Dixon]	Dixon
364705	899	0.9	0.985933	effector	>EAO13039.1 Fimbrial protein [Xylella fastidiosa Dixon]	Dixon
364706	900	0.9	0.997919	effector	>EAO13040.1 Fimbrial protein [Xylella fastidiosa Dixon]	Dixon
364710	904	0.9	0.999992	effector	>EAO13044.1 conserved hypothetical protein [Xylella fastidiosa Dixon]	Dixon
364728	922	0.9	0.999725	effector	>EAO13062.1 conserved hypothetical protein [Xylella fastidiosa Dixon]	Dixon
364820	1014	0.9	0.999864	effector	>EAO13154.1 YadA-like C-terminal:Haemagluttinin motif:Hep_Hag [Xylella fastidiosa Dixon]	Dixon
364849	1043	0.9	0.999827	effector	>EAO13183.1 conserved hypothetical protein [Xylella fastidiosa Dixon]	Dixon
364887	1081	0.9	0.989299	effector	>EAO13221.1 Membrane protein involved in aromatic hydrocarbon degradation [Xylella fastidiosa Dixon]	Dixon
364993	1187	0.9	0.997863	effector	>EAO13327.1 Autotransporter beta-domain partial [Xylella fastidiosa Dixon]	Dixon
365003	1197	0.9	0.999979	effector	>EAO13337.1 hypothetical protein XfasaDRAFT_1418 [Xylella fastidiosa Dixon]	Dixon
365010	1204	0.9	0.999842	effector	>EAO13344.1 conserved hypothetical protein [Xylella fastidiosa Dixon]	Dixon
365013	1207	0.9	1	effector	>EAO13347.1 conserved hypothetical protein [Xylella fastidiosa Dixon]	Dixon
365019	1213	0.9	0.995984	effector	>EAO13353.1 type I restriction-modification system specificity determinant [Xylella fastidiosa Dixon]	Dixon
365058	1252	0.9	0.989927	effector	>EAO13392.1 Ribosomal protein S32 bacterial and organelle form [Xylella fastidiosa Dixon]	Dixon
365217	1411	0.9	0.997802	effector	>EAO13551.1 Ribosomal protein L34 [Xylella fastidiosa Dixon]	Dixon
365230	1424	0.9	0.997059	effector	>EAO13564.1 penicillin binding protein (D-alanyl-D-alanine carboxypeptidase) [Xylella fastidiosa Dixon]	Dixon
365242	1436	0.9	0.999997	effector	>EAO13576.1 hypothetical protein XfasaDRAFT_1250 [Xylella fastidiosa Dixon]	Dixon
365243	1437	0.9	0.998357	effector	>EAO13577.1 hypothetical protein XfasaDRAFT_1251 [Xylella fastidiosa Dixon]	Dixon
365365	1559	0.9	0.999011	effector	>EAO13699.1 Fimbrial protein pilin:Bacterial general secretion pathway protein H [Xylella fastidiosa Dixon]	Dixon
365410	1604	0.9	0.997531	effector	>EAO13744.1 Glutaredoxin [Xylella fastidiosa Dixon]	Dixon
365429	1623	0.9	0.999407	effector	>EAO13763.1 Cold-shock protein DNA-binding [Xylella fastidiosa Dixon]	Dixon
365490	1684	0.9	0.997431	effector	>EAO13824.1 hypothetical protein XfasaDRAFT_1686 [Xylella fastidiosa Dixon]	Dixon
365496	1690	0.9	1	effector	>EAO13830.1 conserved hypothetical protein [Xylella fastidiosa Dixon]	Dixon
365501	1695	0.9	0.997719	effector	>EAO13835.1 conserved hypothetical protein [Xylella fastidiosa Dixon]	Dixon
365508	1702	0.9	0.999995	effector	>EAO13842.1 conserved hypothetical protein [Xylella fastidiosa Dixon]	Dixon
365515	1709	0.9	0.996688	effector	>EAO13849.1 hypothetical protein XfasaDRAFT_1711 [Xylella fastidiosa Dixon]	Dixon
365520	1714	0.9	0.996882	effector	>EAO13854.1 hypothetical protein XfasaDRAFT_1716 [Xylella fastidiosa Dixon]	Dixon
365523	1717	0.9	0.999981	effector	>EAO13857.1 conserved hypothetical protein [Xylella fastidiosa Dixon]	Dixon
365525	1719	0.9	0.999978	effector	>EAO13859.1 hypothetical protein XfasaDRAFT_1721 [Xylella fastidiosa Dixon]	Dixon
365530	1724	0.9	0.999982	effector	>EAO13864.1 hypothetical protein XfasaDRAFT_1726 [Xylella fastidiosa Dixon]	Dixon
365582	1776	0.9	1	effector	>EAO13916.1 quinoprotein [Xylella fastidiosa Dixon]	Dixon
365793	1987	0.9	0.999928	effector	>EAO14127.1 hypothetical protein XfasaDRAFT_1989 [Xylella fastidiosa Dixon]	Dixon
365797	1991	0.9	0.985926	effector	>EAO14131.1 hypothetical protein XfasaDRAFT_1993 [Xylella fastidiosa Dixon]	Dixon
365820	2014	0.9	0.999999	effector	>EAO14154.1 YadA-like C-terminal:Haemagluttinin motif:Hep_Hag:Xylella fastidiosa surface related [Xylella fastidiosa Dixon]	Dixon
365832	2026	0.9	0.999996	effector	>EAO14166.1 YadA-like C-terminal:Haemagluttinin motif:Hep_Hag [Xylella fastidiosa Dixon]	Dixon
365918	2112	0.9	0.988249	effector	>EAO14252.1 OstA-like protein [Xylella fastidiosa Dixon]	Dixon
365927	2121	0.9	0.994876	effector	>EAO14261.1 similar to Mg/Co/Ni transporter MgtE (contains CBS domain) [Xylella fastidiosa Dixon]	Dixon
365944	2138	0.9	0.996821	effector	>EAO14278.1 conserved hypothetical protein [Xylella fastidiosa Dixon]	Dixon
366042	2236	0.9	1	effector	>EAO14376.1 Cellulase [Xylella fastidiosa Dixon]	Dixon
366043	2237	0.9	0.998077	effector	>EAO14377.1 Autotransporter beta-domain [Xylella fastidiosa Dixon]	Dixon
366063	2257	0.9	0.999184	effector	>EAO14397.1 phage-related protein [Xylella fastidiosa Dixon]	Dixon
366073	2267	0.9	1	effector	>EAO14407.1 conserved hypothetical protein [Xylella fastidiosa Dixon]	Dixon
366074	2268	0.9	0.999996	effector	>EAO14408.1 PilY1 gene product [Xylella fastidiosa Dixon]	Dixon
366081	2275	0.9	0.989957	effector	>EAO14415.1 hypothetical protein XfasaDRAFT_2277 [Xylella fastidiosa Dixon]	Dixon
366095	2289	0.9	0.998522	effector	>EAO14429.1 hypothetical protein XfasaDRAFT_2291 [Xylella fastidiosa Dixon]	Dixon
366096	2290	0.9	1	effector	>EAO14430.1 polyvinylalcohol dehydrogenase [Xylella fastidiosa Dixon]	Dixon
366105	2299	0.9	0.999995	effector	>EAO14439.1 conserved hypothetical protein [Xylella fastidiosa Dixon]	Dixon
366142	2336	0.9	1	effector	>EAO14476.1 conserved hypothetical protein [Xylella fastidiosa Dixon]	Dixon
366146	2340	0.9	0.999984	effector	>EAO14480.1 hypothetical protein XfasaDRAFT_2344 [Xylella fastidiosa Dixon]	Dixon
366151	2345	0.9	0.999994	effector	>EAO14485.1 hypothetical protein XfasaDRAFT_2349 [Xylella fastidiosa Dixon]	Dixon
366188	24	0.9	0.995754	effector	>EGO80797.1 hypothetical protein XFEB_02368 [Xylella fastidiosa EB92.1]	EB92.1
366201	37	0.9	0.999253	effector	>EGO80810.1 Single-stranded DNA-binding protein [Xylella fastidiosa EB92.1]	EB92.1
366241	77	0.9	0.99712	effector	>EGO80850.1 hypothetical protein XFEB_02319 [Xylella fastidiosa EB92.1]	EB92.1
366264	100	0.9	0.998021	effector	>EGO80873.1 hypothetical protein XFEB_02234 [Xylella fastidiosa EB92.1]	EB92.1
366265	101	0.9	0.989373	effector	>EGO80874.1 hypothetical protein XFEB_02235 [Xylella fastidiosa EB92.1]	EB92.1
366276	112	0.9	0.999258	effector	>EGO80885.1 hypothetical protein XFEB_02246 [Xylella fastidiosa EB92.1]	EB92.1
366277	113	0.9	0.996325	effector	>EGO80886.1 hypothetical protein XFEB_02247 [Xylella fastidiosa EB92.1]	EB92.1
366290	126	0.9	0.999997	effector	>EGO80899.1 hypothetical protein XFEB_02261 [Xylella fastidiosa EB92.1]	EB92.1
366314	150	0.9	1	effector	>EGO80923.1 hypothetical protein XFEB_02287 [Xylella fastidiosa EB92.1]	EB92.1
366335	171	0.9	0.999579	effector	>EGO80944.1 Autotransporter adhesin partial [Xylella fastidiosa EB92.1]	EB92.1
366338	174	0.9	0.999957	effector	>EGO80947.1 hypothetical protein XFEB_02168 [Xylella fastidiosa EB92.1]	EB92.1
366339	175	0.9	0.999744	effector	>EGO80948.1 hypothetical protein XFEB_02169 [Xylella fastidiosa EB92.1]	EB92.1
366355	191	0.9	0.990411	effector	>EGO80964.1 hypothetical protein XFEB_02185 [Xylella fastidiosa EB92.1]	EB92.1
366370	206	0.9	0.999959	effector	>EGO80979.1 integral membrane protein [Xylella fastidiosa EB92.1]	EB92.1
366399	235	0.9	0.999988	effector	>EGO81008.1 RTX toxin Ca2+-binding protein [Xylella fastidiosa EB92.1]	EB92.1
366401	237	0.9	0.999987	effector	>EGO81010.1 RTX toxin Ca2+-binding protein [Xylella fastidiosa EB92.1]	EB92.1
366403	239	0.9	0.991536	effector	>EGO81012.1 RTX toxin Ca2+-binding protein [Xylella fastidiosa EB92.1]	EB92.1
366442	278	0.9	1	effector	>EGO81051.1 Cold shock protein [Xylella fastidiosa EB92.1]	EB92.1
366475	311	0.9	0.999998	effector	>EGO81084.1 Type IV secretory pathway TrbL component [Xylella fastidiosa EB92.1]	EB92.1
366476	312	0.9	1	effector	>EGO81085.1 hypothetical protein XFEB_02081 partial [Xylella fastidiosa EB92.1]	EB92.1
366498	334	0.9	1	effector	>EGO81107.1 hypothetical protein XFEB_02058 partial [Xylella fastidiosa EB92.1]	EB92.1
366507	343	0.9	0.999998	effector	>EGO81116.1 Autotransporter adhesin partial [Xylella fastidiosa EB92.1]	EB92.1
366508	344	0.9	0.997775	effector	>EGO81117.1 hemagglutinin/hemolysin partial [Xylella fastidiosa EB92.1]	EB92.1
366523	359	0.9	0.986517	effector	>EGO81132.1 hemagglutinin/hemolysin partial [Xylella fastidiosa EB92.1]	EB92.1
366587	423	0.9	0.99989	effector	>EGO81196.1 hypothetical protein XFEB_01989 [Xylella fastidiosa EB92.1]	EB92.1
366595	431	0.9	1	effector	>EGO81204.1 Cellobiohydrolase A (14-beta-cellobiosidase A)	EB92.1
366608	444	0.9	0.988885	effector	>EGO81217.1 hypothetical protein XFEB_01905 [Xylella fastidiosa EB92.1]	EB92.1
366624	460	0.9	0.995802	effector	>EGO81233.1 hypothetical protein XFEB_01921 [Xylella fastidiosa EB92.1]	EB92.1
366625	461	0.9	0.999875	effector	>EGO81234.1 hypothetical protein XFEB_01922 [Xylella fastidiosa EB92.1]	EB92.1
366626	462	0.9	1	effector	>EGO81235.1 hypothetical protein XFEB_01923 [Xylella fastidiosa EB92.1]	EB92.1
366661	497	0.9	0.999745	effector	>EGO81270.1 hypothetical protein XFEB_01773 [Xylella fastidiosa EB92.1]	EB92.1
366700	536	0.9	0.989856	effector	>EGO81309.1 Tfp pilus assembly protein  major pilin PilA [Xylella fastidiosa EB92.1]	EB92.1
366702	538	0.9	0.999842	effector	>EGO81311.1 Tfp pilus assembly protein major pilin PilA [Xylella fastidiosa EB92.1]	EB92.1
366776	612	0.9	1	effector	>EGO81385.1 Endoglucanase BglC partial [Xylella fastidiosa EB92.1]	EB92.1
366837	673	0.9	0.998889	effector	>EGO81446.1 hypothetical protein XFEB_01637 [Xylella fastidiosa EB92.1]	EB92.1
366863	699	0.9	0.999994	effector	>EGO81472.1 hypothetical protein XFEB_01663 [Xylella fastidiosa EB92.1]	EB92.1
366867	703	0.9	0.986812	effector	>EGO81476.1 Ribosomal protein L23 RplW [Xylella fastidiosa EB92.1]	EB92.1
366922	758	0.9	0.998484	effector	>EGO81531.1 hypothetical protein XFEB_01726 [Xylella fastidiosa EB92.1]	EB92.1
366966	802	0.9	0.999999	effector	>EGO81575.1 hypothetical protein XFEB_01512 [Xylella fastidiosa EB92.1]	EB92.1
366969	805	0.9	0.999973	effector	>EGO81578.1 hypothetical protein XFEB_01515 [Xylella fastidiosa EB92.1]	EB92.1
366981	817	0.9	0.999989	effector	>EGO81590.1 hypothetical protein XFEB_01527 [Xylella fastidiosa EB92.1]	EB92.1
367007	843	0.9	0.988815	effector	>EGO81616.1 hypothetical protein XFEB_01553 [Xylella fastidiosa EB92.1]	EB92.1
367020	856	0.9	0.999999	effector	>EGO81629.1 hypothetical protein XFEB_01568 [Xylella fastidiosa EB92.1]	EB92.1
367027	863	0.9	1	effector	>EGO81636.1 hypothetical protein XFEB_01575 [Xylella fastidiosa EB92.1]	EB92.1
367036	872	0.9	0.988199	effector	>EGO81645.1 hypothetical protein XFEB_01584 [Xylella fastidiosa EB92.1]	EB92.1
